site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00507,4.3017,115.87959,Sabah,Sabah,3,2,"GSM,LTE",False,13.73,predicted,0.79,5.2,0.88,4.261,0.668,8684.0,22.84,1.019,8852.0,42614.0,4.81,375,0,13456.0,30,11,10740.0,2716.0,thin,0.536,4.81,16.4,42.0,pvout:+0.29|dist_road:+0.09|population:-0.03|slope:-0.23
MY-00508,2.49855,112.50383,Sarawak,Sarawak,5,3,"GSM,UMTS",False,8.89,predicted,11.91,4.9,13.2,3.491,0.63,8184.0,21.52,1.994,16319.0,51240.0,3.14,109,1,4916.0,30,6,9692.0,-4776.0,thin,0.4201,3.14,5.1,31.8,pvout:+0.28|dist_road:+0.25|population:-0.17|slope:-0.13
MY-00511,5.38331,115.38435,Sabah,Sabah,8,1,GSM,False,14.81,osm,18.85,10.4,23.2,3.903,0.65,8452.0,22.23,2.785,23540.0,58243.0,2.47,1388,2,,0,0,,,unknown,0.3816,2.47,62.4,54.6,pvout:+0.37|dist_road:+0.30|population:+0.09|slope:-0.08
MY-00513,4.00398,101.18,Kedah,Peninsular,8,2,LTE,False,8.3,osm,5.19,8.8,6.21,3.719,0.641,8333.0,21.91,1.441,12011.0,46350.0,3.86,5196,3,8968.0,30,12,11170.0,-2203.0,strong,0.4728,3.86,237.1,62.2,pvout:+0.40|dist_road:+0.27|population:+0.28|slope:-0.22
MY-00514,4.96805,100.31093,Kelantan,Peninsular,1,3,"GSM,LTE",False,17.93,osm,6.26,3.2,6.71,3.757,0.643,8357.0,21.98,1.481,12373.0,46696.0,3.77,4151,1,10160.0,27,10,11532.0,-1372.0,strong,0.4707,3.77,188.9,61.6,pvout:+0.12|dist_road:+0.06|population:+0.23|slope:-0.01
MY-00516,6.55862,103.08414,Terengganu,Peninsular,7,1,"GSM,UMTS",False,6.41,predicted,2.58,3.2,2.77,4.072,0.659,8562.0,22.52,1.169,10009.0,43938.0,4.39,5347,2,14718.0,39,11,11828.0,2890.0,thin,0.5125,4.39,237.5,65.7,pvout:+0.11|dist_road:+0.34|population:+0.28|slope:-0.17
MY-00518,6.59699,100.03567,Terengganu,Peninsular,8,3,LTE,False,8.44,predicted,3.11,6.4,3.55,3.74,0.642,8346.0,21.95,1.231,10274.0,44487.0,4.33,1686,1,9742.0,30,12,11078.0,-1336.0,thin,0.4934,4.33,76.8,54.6,pvout:+0.28|dist_road:+0.25|population:-0.20|slope:-0.01
MY-00519,7.20452,118.78028,Sabah,Sabah,4,1,"GSM,LTE",False,10.58,predicted,8.41,2.3,8.84,3.496,0.63,8188.0,21.53,1.649,13505.0,48191.0,3.57,159,0,5497.0,29,7,10256.0,-4759.0,thin,0.4468,3.57,7.4,32.3,pvout:+0.13|dist_road:+0.32|population:+0.22|slope:+0.07
MY-00520,7.23226,118.04337,Sabah,Sabah,5,1,LTE,False,17.14,predicted,9.28,1.3,9.55,3.728,0.641,8339.0,21.93,1.705,14219.0,48685.0,3.42,1168,1,15617.0,35,13,11056.0,4561.0,thin,0.4505,3.42,53.3,52.1,pvout:+0.32|dist_road:+0.10|population:-0.02|slope:-0.00
MY-00522,1.89504,103.45461,Kedah,Peninsular,6,3,"GSM,UMTS",False,8.81,osm,5.5,9.1,6.61,3.927,0.651,8468.0,22.27,1.473,12469.0,46625.0,3.74,9604,1,,0,0,,,unknown,0.4776,3.74,431.3,66.3,pvout:+0.16|dist_road:+0.26|population:-0.03|slope:-0.19
MY-00523,4.90376,110.47075,Sarawak,Sarawak,8,3,GSM,False,9.89,osm,13.5,9.0,16.21,3.678,0.639,8306.0,21.84,2.232,18539.0,53347.0,2.88,2167,0,,0,0,,,unknown,0.4095,2.88,99.2,57.7,pvout:+0.23|dist_road:+0.26|population:+0.06|slope:-0.03
MY-00527,6.26915,115.316,Sabah,Sabah,8,1,GSM,False,24.93,predicted,18.37,12.9,23.65,4.321,0.671,8724.0,22.94,2.821,24607.0,58558.0,2.38,150,1,,0,0,,,unknown,0.3918,2.38,6.5,38.8,pvout:+0.20|dist_road:+0.28|population:+0.12|slope:-0.05
MY-00528,5.55294,117.49056,Sabah,Sabah,5,2,"GSM,LTE",False,10.33,osm,2.46,7.2,2.86,3.917,0.651,8461.0,22.25,1.176,9948.0,43999.0,4.42,819,0,14180.0,24,6,10770.0,3410.0,strong,0.5057,4.42,36.8,49.0,pvout:+0.20|dist_road:+0.21|population:-0.17|slope:-0.02
MY-00529,3.0553,101.85156,Perak,Peninsular,2,1,"GSM,UMTS",False,7.51,osm,5.09,0.6,5.16,3.45,0.628,8158.0,21.45,1.358,11078.0,45611.0,4.12,1149,0,13461.0,30,11,11344.0,2117.0,strong,0.4704,4.12,53.6,47.3,pvout:+0.12|dist_road:+0.31|population:+0.21|slope:-0.07
MY-00530,1.66458,114.41808,Sarawak,Sarawak,3,1,LTE,False,7.24,predicted,11.45,5.7,12.91,4.587,0.684,8896.0,23.4,1.971,17533.0,51035.0,2.91,743,0,,0,0,,,unknown,0.4585,2.91,31.8,53.3,pvout:+0.35|dist_road:+0.25|population:-0.13|slope:+0.01
MY-00531,2.13574,109.90015,Sarawak,Sarawak,4,3,"GSM,LTE",True,3.64,predicted,16.73,8.6,19.93,4.016,0.656,8526.0,22.42,2.526,21536.0,55950.0,2.6,635,0,16059.0,25,8,9758.0,6301.0,thin,0.4008,2.6,28.3,46.9,pvout:+0.40|dist_road:+0.06|population:-0.08|slope:-0.04
MY-00533,1.02739,112.37036,Sarawak,Sarawak,8,1,GSM,False,18.71,predicted,11.7,2.6,12.38,4.187,0.664,8636.0,22.71,1.929,16663.0,50668.0,3.04,546,0,13424.0,30,8,10517.0,2908.0,thin,0.4483,3.04,24.0,46.8,pvout:+0.20|dist_road:+0.24|population:+0.09|slope:+0.03
MY-00535,1.66738,101.43189,Johor,Peninsular,6,2,"GSM,LTE",True,3.09,osm,0.57,2.0,0.59,4.293,0.67,8706.0,22.9,0.997,8679.0,42416.0,4.89,131,0,8110.0,27,11,10644.0,-2535.0,strong,0.5398,4.89,5.7,36.2,pvout:+0.07|dist_road:+0.18|population:+0.23|slope:-0.12
MY-00536,2.50653,114.74074,Sarawak,Sarawak,8,1,LTE,False,12.09,predicted,8.75,7.7,10.23,3.701,0.64,8321.0,21.88,1.759,14639.0,49163.0,3.36,727,1,14630.0,22,5,10334.0,4295.0,thin,0.4451,3.36,33.2,46.7,pvout:+0.23|dist_road:+0.06|population:-0.09|slope:-0.09
MY-00537,4.89578,100.54651,Kelantan,Peninsular,4,2,"GSM,UMTS",False,6.49,osm,4.98,2.8,5.28,3.996,0.655,8512.0,22.39,1.368,11644.0,45699.0,3.92,6650,1,8407.0,32,13,11819.0,-3412.0,strong,0.4899,3.92,297.0,66.2,pvout:+0.19|dist_road:+0.26|population:+0.11|slope:+0.06
MY-00538,3.23736,101.94393,Terengganu,Peninsular,5,2,"GSM,LTE",False,14.5,osm,3.18,1.9,3.31,3.544,0.632,8219.0,21.62,1.212,9961.0,44318.0,4.45,12965,2,4603.0,34,13,12250.0,-7646.0,strong,0.4877,4.45,599.8,61.4,pvout:+0.35|dist_road:+0.12|population:-0.19|slope:+0.05
MY-00539,6.56177,116.35839,Sabah,Sabah,5,3,GSM,False,13.48,predicted,19.63,19.5,28.14,4.1,0.66,8580.0,22.57,3.176,27248.0,61701.0,2.26,1251,1,,0,0,,,unknown,0.3657,2.26,55.4,54.6,pvout:+0.17|dist_road:+0.15|population:-0.12|slope:-0.01
MY-00540,4.10738,117.64658,Sabah,Sabah,7,2,LTE,False,15.51,predicted,11.49,3.5,12.39,3.893,0.65,8446.0,22.21,1.93,16296.0,50670.0,3.11,3245,1,,0,0,,,unknown,0.4384,3.11,146.1,61.7,pvout:+0.15|dist_road:+0.10|population:+0.05|slope:+0.01
MY-00541,1.72075,113.45824,Sarawak,Sarawak,1,3,"LTE,NR",False,16.03,osm,5.31,6.0,6.02,3.984,0.654,8505.0,22.37,1.426,12128.0,46214.0,3.81,712,0,,0,0,,,unknown,0.484,3.81,31.8,48.8,pvout:+0.14|dist_road:+0.27|population:+0.03|slope:-0.11
MY-00543,6.08828,118.98558,Sabah,Sabah,5,1,GSM,True,4.26,predicted,16.03,6.5,18.34,3.825,0.646,8401.0,22.09,2.4,20165.0,54836.0,2.72,1021,0,16028.0,24,11,10169.0,5859.0,thin,0.4029,2.72,46.2,50.1,pvout:+0.18|dist_road:+0.09|population:-0.03|slope:+0.06
MY-00544,5.49481,101.58189,Kedah,Peninsular,1,2,"GSM,LTE",False,4.59,osm,5.97,9.3,7.21,3.64,0.637,8281.0,21.78,1.52,12587.0,47046.0,3.74,1991,1,17289.0,16,6,10722.0,6567.0,strong,0.4629,3.74,91.4,56.1,pvout:+0.09|dist_road:+0.34|population:-0.15|slope:-0.12
MY-00545,5.72702,100.85645,Kelantan,Peninsular,7,3,"LTE,NR",False,6.33,osm,10.64,4.3,11.65,4.137,0.662,8604.0,22.63,1.872,16104.0,50157.0,3.11,913,0,13370.0,22,8,10618.0,2752.0,strong,0.4512,3.11,40.3,51.8,pvout:+0.26|dist_road:+0.30|population:-0.13|slope:-0.20
MY-00546,5.6704,103.30855,Kelantan,Peninsular,6,1,GSM,False,8.57,osm,2.99,1.9,3.12,4.347,0.672,8740.0,22.99,1.197,10461.0,44185.0,4.22,1193,1,17836.0,25,10,11355.0,6481.0,strong,0.5203,4.22,51.9,57.2,pvout:+0.27|dist_road:+0.14|population:+0.12|slope:+0.04
MY-00547,3.56666,101.20646,Terengganu,Peninsular,1,3,"GSM,LTE",False,5.03,predicted,4.78,7.4,5.57,3.733,0.642,8341.0,21.94,1.39,11599.0,45899.0,3.96,657,0,,0,0,,,unknown,0.478,3.96,29.9,44.8,pvout:+0.08|dist_road:+0.30|population:-0.18|slope:+0.06
MY-00548,3.68814,113.57424,Sarawak,Sarawak,1,2,LTE,False,11.56,osm,17.84,9.7,21.67,4.066,0.658,8558.0,22.51,2.664,22800.0,57172.0,2.51,1020,0,21398.0,29,11,9780.0,11618.0,strong,0.3937,2.51,45.3,52.0,pvout:+0.39|dist_road:+0.25|population:+0.29|slope:+0.04
MY-00549,3.07204,101.00946,Kelantan,Peninsular,2,3,LTE,False,15.15,osm,4.93,2.0,5.14,4.03,0.656,8534.0,22.45,1.357,11579.0,45600.0,3.94,2021,0,15326.0,19,8,11446.0,3880.0,strong,0.4922,3.94,90.0,60.8,pvout:+0.07|dist_road:+0.05|population:-0.19|slope:-0.09
MY-00550,1.64342,111.12724,Sarawak,Sarawak,6,3,"GSM,LTE",False,25.39,predicted,9.49,13.4,12.32,3.902,0.65,8452.0,22.23,1.924,16262.0,50622.0,3.11,419,0,4886.0,31,7,9569.0,-4683.0,thin,0.4391,3.11,18.9,42.3,pvout:+0.27|dist_road:+0.19|population:+0.14|slope:-0.09
MY-00551,5.29387,100.32827,Kedah,Peninsular,5,2,"GSM,LTE",False,3.26,osm,0.35,0.8,0.36,3.442,0.627,8152.0,21.44,0.978,7976.0,42251.0,5.3,1133,0,11942.0,28,13,11580.0,362.0,strong,0.5075,5.3,52.8,49.8,pvout:+0.06|dist_road:+0.12|population:+0.30|slope:-0.13
MY-00552,5.56723,101.80634,Kedah,Peninsular,4,2,LTE,False,17.36,predicted,3.47,1.1,3.55,3.51,0.63,8196.0,21.56,1.231,10087.0,44484.0,4.41,3311,0,11001.0,24,11,11794.0,-793.0,thin,0.4846,4.41,153.6,56.8,pvout:+0.16|dist_road:+0.10|population:+0.29|slope:-0.17
MY-00555,6.04376,101.47251,Kelantan,Peninsular,3,3,"GSM,LTE",False,12.42,predicted,2.61,6.4,2.98,4.322,0.671,8725.0,22.95,1.186,10346.0,44088.0,4.26,551,0,,0,0,,,unknown,0.5205,4.26,24.0,48.6,pvout:+0.28|dist_road:+0.06|population:-0.17|slope:+0.00
MY-00556,2.14833,100.83279,Terengganu,Peninsular,1,1,"GSM,LTE",False,5.53,osm,1.86,3.3,1.99,4.01,0.656,8522.0,22.41,1.108,9439.0,43396.0,4.6,5190,1,4649.0,27,10,11855.0,-7206.0,strong,0.5165,4.6,231.6,64.7,pvout:+0.27|dist_road:+0.25|population:-0.08|slope:+0.09
MY-00557,3.66673,112.02773,Sarawak,Sarawak,1,2,LTE,True,3.29,predicted,19.25,1.2,19.79,3.891,0.65,8444.0,22.21,2.515,21236.0,55851.0,2.63,152,0,,0,0,,,unknown,0.3976,2.63,6.8,35.6,pvout:+0.25|dist_road:+0.34|population:-0.12|slope:-0.11
MY-00558,1.98025,111.72617,Sarawak,Sarawak,6,2,"GSM,LTE",True,3.49,predicted,19.41,5.5,21.77,3.243,0.617,8023.0,21.1,2.672,21437.0,57241.0,2.67,1040,1,,0,0,,,unknown,0.3686,2.67,49.3,46.9,pvout:+0.17|dist_road:+0.28|population:+0.17|slope:-0.08
MY-00560,5.97116,103.36315,Pahang,Peninsular,2,1,GSM,False,8.44,predicted,4.22,1.5,4.36,3.899,0.65,8450.0,22.22,1.295,10941.0,45052.0,4.12,10089,3,7656.0,33,15,12136.0,-4480.0,thin,0.4933,4.12,454.0,65.7,pvout:+0.06|dist_road:+0.10|population:-0.17|slope:+0.05
MY-00561,1.8997,104.16402,Kelantan,Peninsular,2,1,LTE,False,7.98,osm,0.57,2.2,0.6,4.491,0.68,8834.0,23.23,0.998,8814.0,42422.0,4.81,4179,0,400.0,28,7,11940.0,-11540.0,strong,0.5477,4.81,179.9,64.3,pvout:+0.15|dist_road:+0.09|population:-0.02|slope:-0.22
MY-00562,6.26458,117.9845,Sabah,Sabah,4,1,"GSM,LTE",False,23.68,predicted,9.55,20.1,13.82,3.69,0.64,8314.0,21.87,2.043,16988.0,51677.0,3.04,1222,1,,0,0,,,unknown,0.4231,3.04,55.9,52.4,pvout:+0.39|dist_road:+0.14|population:+0.27|slope:-0.01
MY-00563,2.33033,112.28092,Sarawak,Sarawak,6,1,GSM,False,6.2,predicted,17.59,4.7,19.43,4.159,0.663,8618.0,22.67,2.486,21429.0,55599.0,2.59,5721,1,9995.0,32,7,10897.0,-903.0,thin,0.4077,2.59,252.4,66.4,pvout:+0.25|dist_road:+0.19|population:+0.14|slope:-0.01
MY-00564,3.83868,111.49601,Sarawak,Sarawak,5,1,LTE,False,12.53,predicted,21.42,1.4,22.07,3.756,0.643,8356.0,21.98,2.696,22526.0,57450.0,2.55,58,1,,0,0,,,unknown,0.3825,2.55,2.6,32.6,pvout:+0.05|dist_road:+0.32|population:-0.02|slope:-0.13
MY-00566,2.38133,111.05495,Sarawak,Sarawak,1,2,LTE,False,8.65,predicted,23.47,1.2,24.07,4.264,0.668,8687.0,22.85,2.853,24787.0,58847.0,2.37,1405,1,17602.0,35,9,10360.0,7242.0,thin,0.3882,2.37,61.5,57.6,pvout:+0.19|dist_road:+0.26|population:-0.01|slope:-0.12
MY-00568,4.17597,102.78639,Perak,Peninsular,7,1,"LTE,NR",False,6.25,osm,1.26,1.3,1.29,3.693,0.64,8315.0,21.87,1.052,8751.0,42906.0,4.9,6903,1,17508.0,24,7,12171.0,5337.0,strong,0.5097,4.9,315.6,63.4,pvout:+0.07|dist_road:+0.17|population:-0.13|slope:+0.05
MY-00569,4.39575,111.71727,Sarawak,Sarawak,5,2,LTE,False,18.12,osm,20.39,2.6,21.55,4.325,0.671,8727.0,22.95,2.654,23162.0,57084.0,2.46,578,0,,0,0,,,unknown,0.4021,2.46,25.2,48.2,pvout:+0.17|dist_road:+0.34|population:+0.14|slope:+0.01
MY-00570,1.7511,103.86243,Perak,Peninsular,7,3,GSM,False,9.94,osm,10.01,10.7,12.39,3.914,0.651,8459.0,22.25,1.93,16324.0,50672.0,3.1,2279,0,,0,0,,,unknown,0.439,3.1,102.4,60.2,pvout:+0.38|dist_road:+0.12|population:+0.08|slope:-0.24
MY-00571,5.19416,115.42162,Sabah,Sabah,6,3,"LTE,NR",True,5.1,predicted,18.44,1.9,19.22,4.227,0.666,8663.0,22.78,2.47,21394.0,55451.0,2.59,457,0,,0,0,,,unknown,0.4109,2.59,20.1,45.4,pvout:+0.09|dist_road:+0.16|population:+0.14|slope:+0.04
MY-00572,3.245,110.46966,Sarawak,Sarawak,8,3,"GSM,LTE",False,17.99,predicted,13.64,1.6,14.11,3.694,0.64,8316.0,21.87,2.066,17181.0,51877.0,3.02,356,0,,0,0,,,unknown,0.4216,3.02,16.3,39.3,pvout:+0.14|dist_road:+0.27|population:-0.09|slope:-0.25
MY-00573,1.77671,114.6582,Sarawak,Sarawak,5,1,LTE,False,10.69,osm,5.76,2.2,6.04,4.322,0.671,8724.0,22.94,1.428,12456.0,46228.0,3.71,348,0,8442.0,27,5,10709.0,-2267.0,strong,0.4963,3.71,15.2,46.3,pvout:+0.07|dist_road:+0.23|population:+0.05|slope:-0.16
MY-00574,7.01459,119.11903,Sabah,Sabah,5,3,LTE,False,8.73,osm,4.2,10.9,5.22,3.982,0.654,8503.0,22.36,1.362,11586.0,45651.0,3.94,789,0,6216.0,22,6,10327.0,-4111.0,strong,0.4899,3.94,35.3,49.8,pvout:+0.05|dist_road:+0.22|population:+0.21|slope:-0.23
MY-00575,4.59037,113.09229,Sarawak,Sarawak,5,1,"GSM,LTE",False,6.04,predicted,15.16,8.3,17.96,4.03,0.657,8535.0,22.45,2.37,20229.0,54570.0,2.7,277,0,12317.0,30,6,9559.0,2758.0,thin,0.4113,2.7,12.3,39.4,pvout:+0.31|dist_road:+0.24|population:+0.04|slope:-0.23
MY-00576,6.78548,119.22111,Sabah,Sabah,3,1,"GSM,UMTS",False,7.08,osm,10.78,3.6,11.64,3.939,0.652,8476.0,22.29,1.871,15855.0,50149.0,3.16,1561,1,3173.0,26,5,10877.0,-7704.0,strong,0.4445,3.16,70.0,56.4,pvout:+0.37|dist_road:+0.19|population:-0.00|slope:+0.05
MY-00577,2.30487,110.37596,Sarawak,Sarawak,4,1,GSM,False,23.2,predicted,4.05,3.3,4.35,3.748,0.642,8351.0,21.96,1.294,10805.0,45043.0,4.17,1156,0,5500.0,28,6,11158.0,-5658.0,thin,0.4876,4.17,52.6,50.7,pvout:+0.35|dist_road:+0.27|population:+0.21|slope:-0.21
MY-00578,5.67565,118.23021,Sabah,Sabah,2,1,GSM,False,13.15,predicted,14.59,7.8,17.13,3.899,0.65,8450.0,22.22,2.305,19474.0,53991.0,2.77,1806,0,,0,0,,,unknown,0.4116,2.77,81.3,57.5,pvout:+0.32|dist_road:+0.15|population:+0.23|slope:-0.12
MY-00579,1.6746,104.49438,Terengganu,Peninsular,4,2,"GSM,LTE",False,4.22,osm,5.35,3.4,5.74,3.767,0.643,8364.0,22.0,1.404,11745.0,46021.0,3.92,646,0,13206.0,33,14,10863.0,2343.0,strong,0.478,3.92,29.4,45.0,pvout:+0.07|dist_road:+0.17|population:+0.18|slope:-0.07
MY-00580,1.05982,113.62438,Sarawak,Sarawak,2,1,LTE,False,9.16,osm,22.5,4.9,24.97,4.188,0.664,8637.0,22.72,2.925,25263.0,59481.0,2.35,110,0,10245.0,31,6,9107.0,1138.0,strong,0.3819,2.35,4.8,36.9,pvout:+0.32|dist_road:+0.06|population:-0.11|slope:-0.05
MY-00581,2.92786,114.51647,Sarawak,Sarawak,4,3,GSM,False,28.12,predicted,15.23,8.5,18.1,3.839,0.647,8410.0,22.12,2.382,20032.0,54673.0,2.73,599,0,15197.0,28,11,9829.0,5368.0,thin,0.4046,2.73,27.1,45.0,pvout:+0.18|dist_road:+0.25|population:+0.28|slope:-0.02
MY-00582,1.4027,102.64488,Perak,Peninsular,8,3,GSM,False,12.14,predicted,8.69,1.0,8.89,3.451,0.628,8158.0,21.46,1.653,13483.0,48220.0,3.58,36271,10,7625.0,28,10,12418.0,-4794.0,thin,0.445,3.58,1690.5,62.3,pvout:+0.20|dist_road:+0.21|population:+0.26|slope:-0.01
MY-00583,3.66885,103.97094,Terengganu,Peninsular,4,2,"GSM,LTE",False,2.05,osm,5.02,1.3,5.17,3.396,0.625,8123.0,21.36,1.359,11040.0,45622.0,4.13,7088,3,6900.0,31,14,11972.0,-5072.0,strong,0.4682,4.13,331.8,58.3,pvout:+0.33|dist_road:+0.14|population:+0.17|slope:-0.20
MY-00584,6.62784,117.10737,Sabah,Sabah,6,1,GSM,False,9.08,osm,12.96,8.8,15.5,3.382,0.624,8113.0,21.34,2.176,17654.0,52851.0,2.99,345,0,12440.0,35,8,9715.0,2724.0,strong,0.4037,2.99,16.2,36.7,pvout:+0.31|dist_road:+0.31|population:+0.25|slope:-0.21
MY-00585,1.40815,110.97771,Sarawak,Sarawak,4,3,GSM,False,9.5,osm,23.58,7.1,27.31,4.085,0.659,8571.0,22.54,3.11,26656.0,61120.0,2.29,920,1,5502.0,22,9,9655.0,-4153.0,strong,0.3688,2.29,40.8,50.9,pvout:+0.34|dist_road:+0.08|population:+0.04|slope:-0.01
MY-00586,5.42804,104.06132,Kelantan,Peninsular,8,1,GSM,True,4.02,predicted,2.06,2.9,2.2,3.555,0.633,8225.0,21.63,1.124,9244.0,43538.0,4.71,4136,1,8653.0,26,11,11791.0,-3138.0,thin,0.4969,4.71,191.2,59.0,pvout:+0.22|dist_road:+0.15|population:+0.14|slope:-0.02
MY-00588,4.79174,101.91247,Johor,Peninsular,7,3,"GSM,LTE",False,6.07,osm,6.13,4.9,6.8,3.941,0.652,8477.0,22.29,1.488,12609.0,46758.0,3.71,7860,3,13140.0,25,11,11628.0,1512.0,strong,0.4768,3.71,352.6,66.3,pvout:+0.25|dist_road:+0.21|population:+0.15|slope:-0.11
MY-00589,5.68026,100.08954,Terengganu,Peninsular,6,1,LTE,False,13.16,osm,6.14,1.9,6.4,3.881,0.649,8437.0,22.19,1.456,12283.0,46477.0,3.78,1690,0,19335.0,30,7,11320.0,8015.0,strong,0.4775,3.78,76.2,57.0,pvout:+0.07|dist_road:+0.21|population:+0.16|slope:-0.15
MY-00591,2.2736,99.77587,Johor,Peninsular,2,3,GSM,False,4.9,osm,10.63,3.7,11.5,3.947,0.652,8481.0,22.3,1.86,15772.0,50052.0,3.17,2046,1,,0,0,,,unknown,0.4456,3.17,91.7,59.4,pvout:+0.10|dist_road:+0.32|population:+0.23|slope:-0.03
MY-00593,1.87771,110.47348,Sarawak,Sarawak,8,2,"LTE,NR",False,7.94,predicted,0.45,1.0,0.46,3.803,0.645,8387.0,22.06,0.986,8269.0,42319.0,5.12,282,0,,0,0,,,unknown,0.5212,5.12,12.8,38.7,pvout:+0.33|dist_road:+0.34|population:+0.08|slope:-0.16
MY-00594,5.87617,102.07271,Perak,Peninsular,3,1,"GSM,UMTS",False,16.99,predicted,9.21,3.5,9.93,4.028,0.656,8533.0,22.44,1.735,14805.0,48948.0,3.31,362,0,5766.0,18,8,10419.0,-4653.0,thin,0.4585,3.31,16.1,42.8,pvout:+0.27|dist_road:+0.32|population:+0.15|slope:-0.24
MY-00595,5.68025,101.65534,Pahang,Peninsular,5,2,LTE,False,10.01,osm,3.98,2.2,4.17,4.392,0.675,8770.0,23.06,1.28,11222.0,44917.0,4.0,2759,0,6624.0,32,7,11598.0,-4974.0,strong,0.5135,4.0,119.6,67.0,pvout:+0.37|dist_road:+0.28|population:+0.00|slope:+0.10
MY-00596,3.96315,109.64998,Sarawak,Sarawak,5,2,LTE,False,17.61,predicted,14.96,6.5,17.14,4.406,0.675,8779.0,23.09,2.305,20237.0,53995.0,2.67,77,0,7599.0,31,13,9245.0,-1646.0,thin,0.4276,2.67,3.3,37.4,pvout:+0.30|dist_road:+0.30|population:+0.27|slope:-0.24
MY-00597,1.43608,109.87405,Sarawak,Sarawak,1,1,LTE,False,9.15,osm,2.49,1.4,2.57,3.491,0.63,8184.0,21.52,1.153,9436.0,43797.0,4.64,445,0,13232.0,26,8,11051.0,2181.0,strong,0.4915,4.64,20.7,38.0,pvout:+0.32|dist_road:+0.17|population:+0.23|slope:+0.06
MY-00598,5.68048,118.53132,Sabah,Sabah,5,3,"GSM,LTE",False,9.0,osm,18.74,12.7,24.03,3.795,0.645,8382.0,22.04,2.85,23889.0,58818.0,2.46,1972,0,,0,0,,,unknown,0.3748,2.46,89.5,57.7,pvout:+0.34|dist_road:+0.28|population:+0.20|slope:-0.15
MY-00600,4.74132,115.32568,Sarawak,Sarawak,2,1,GSM,False,16.47,osm,14.9,9.2,17.96,4.356,0.673,8746.0,23.0,2.37,20731.0,54570.0,2.63,1706,0,,0,0,,,unknown,0.4215,2.63,74.2,60.3,pvout:+0.19|dist_road:+0.08|population:+0.22|slope:-0.02
MY-00601,3.38678,109.86031,Sarawak,Sarawak,3,3,LTE,False,14.44,predicted,11.44,17.2,15.81,4.204,0.665,8648.0,22.74,2.2,19027.0,53067.0,2.79,1119,0,,0,0,,,unknown,0.4286,2.79,49.2,54.3,pvout:+0.26|dist_road:+0.12|population:+0.11|slope:-0.09
MY-00602,4.67144,118.21905,Sabah,Sabah,5,2,LTE,False,20.0,osm,31.33,4.1,34.2,4.005,0.655,8518.0,22.4,3.655,31136.0,65943.0,2.12,6703,0,,0,0,,,unknown,0.3397,2.12,299.2,65.1,pvout:+0.40|dist_road:+0.31|population:+0.06|slope:+0.03
MY-00603,3.81247,113.93881,Sarawak,Sarawak,8,2,"GSM,LTE",False,9.52,predicted,31.84,6.9,36.7,3.95,0.652,8482.0,22.31,3.853,32679.0,67691.0,2.07,334,0,9336.0,32,8,8840.0,496.0,thin,0.3296,2.07,15.0,40.4,pvout:+0.11|dist_road:+0.08|population:+0.12|slope:+0.00
MY-00604,6.92701,116.11001,Sabah,Sabah,1,2,GSM,False,10.01,osm,14.42,9.3,17.41,4.314,0.671,8719.0,22.93,2.327,20287.0,54185.0,2.67,896,0,,0,0,,,unknown,0.4232,2.67,39.1,52.3,pvout:+0.07|dist_road:+0.11|population:+0.07|slope:-0.23
MY-00605,6.79843,117.04998,Sabah,Sabah,8,1,GSM,False,12.19,predicted,14.58,7.5,16.99,4.263,0.668,8686.0,22.84,2.294,19924.0,53893.0,2.7,388,0,400.0,33,8,9794.0,-9394.0,thin,0.4239,2.7,17.0,43.7,pvout:+0.20|dist_road:+0.19|population:+0.26|slope:-0.14
MY-00606,7.06731,117.09748,Sabah,Sabah,7,1,"GSM,LTE",False,17.24,predicted,10.64,4.6,11.72,4.247,0.667,8676.0,22.82,1.877,16285.0,50206.0,3.08,1566,0,,0,0,,,unknown,0.4545,3.08,68.6,59.2,pvout:+0.11|dist_road:+0.05|population:-0.14|slope:+0.01
MY-00607,4.2025,102.4272,Terengganu,Peninsular,7,1,LTE,False,7.29,predicted,8.32,2.5,8.78,4.037,0.657,8539.0,22.46,1.644,14041.0,48145.0,3.43,1878,1,4915.0,36,17,11183.0,-6268.0,thin,0.4665,3.43,83.6,60.3,pvout:+0.21|dist_road:+0.11|population:+0.27|slope:+0.03
MY-00608,3.82571,110.0168,Sarawak,Sarawak,1,1,"GSM,UMTS",False,16.15,osm,11.04,14.2,14.52,3.795,0.645,8382.0,22.04,2.098,17587.0,52163.0,2.97,3357,0,,0,0,,,unknown,0.4226,2.97,152.3,61.2,pvout:+0.09|dist_road:+0.13|population:+0.22|slope:-0.01
